restaurants__restaurant__R__res_id,restaurants__restaurant__apikey,restaurants__restaurant__average_cost_for_two,restaurants__restaurant__book_again_url,restaurants__restaurant__book_form_web_view_url,restaurants__restaurant__cuisines,restaurants__restaurant__currency,restaurants__restaurant__deeplink,restaurants__restaurant__events_url,restaurants__restaurant__featured_image,restaurants__restaurant__has_online_delivery,restaurants__restaurant__has_table_booking,restaurants__restaurant__id,restaurants__restaurant__include_bogo_offers,restaurants__restaurant__is_book_form_web_view,restaurants__restaurant__is_delivering_now,restaurants__restaurant__is_table_reservation_supported,restaurants__restaurant__is_zomato_book_res,restaurants__restaurant__location__address,restaurants__restaurant__location__city,restaurants__restaurant__location__city_id,restaurants__restaurant__location__country_id,restaurants__restaurant__location__latitude,restaurants__restaurant__location__locality,restaurants__restaurant__location__locality_verbose,restaurants__restaurant__location__longitude,restaurants__restaurant__location__zipcode,restaurants__restaurant__menu_url,restaurants__restaurant__mezzo_provider,restaurants__restaurant__name,restaurants__restaurant__opentable_support,restaurants__restaurant__photos_url,restaurants__restaurant__price_range,restaurants__restaurant__switch_to_order_menu,restaurants__restaurant__thumb,restaurants__restaurant__url,restaurants__restaurant__user_rating__aggregate_rating,restaurants__restaurant__user_rating__rating_color,restaurants__restaurant__user_rating__rating_text,restaurants__restaurant__user_rating__votes,results_found,results_shown,results_start
18179490,hidden,70,,,Malaysian,MYR,zomato://restaurant/18179490,https://www.zomato.com/kuala-lumpur/madam-kwans-bukit-bintang/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,https://b.zmtcdn.com/data/res_imagery/18179490_CHAIN_2e1dccb01293ef7bc206a1ab176564d4.jpg,0,0,18179490,True,0,0,0,0,"1.16.00, Level 1, Pavilion Mall, 168, Jalan Bukit Bintang, Bukit Bintang, Kuala Lumpur 55100",Kuala Lumpur,88,123,3.1488371786,Pavilion Mall,"Pavilion Mall, Kuala Lumpur",101.7132024094,55100,https://www.zomato.com/kuala-lumpur/madam-kwans-bukit-bintang/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,OTHER,Madam Kwan's,0,https://www.zomato.com/kuala-lumpur/madam-kwans-bukit-bintang/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,4,0,https://b.zmtcdn.com/data/res_imagery/18179490_CHAIN_2e1dccb01293ef7bc206a1ab176564d4.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A,https://www.zomato.com/kuala-lumpur/madam-kwans-bukit-bintang?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,4.4,5BA829,Very Good,87,,,
18182897,hidden,70,,,"Indian, Vegetarian",MYR,zomato://restaurant/18182897,https://www.zomato.com/kuala-lumpur/saravanaa-bhavan-brickfields/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,https://b.zmtcdn.com/data/res_imagery/18181070_CHAIN_81c07b6e3e4aee2aaea6d9ca2a2841d8.jpg,0,0,18182897,True,0,0,0,0,"196, Jalan Tun Sambanthan, Brickfields, Kuala Lumpur 50470",Kuala Lumpur,88,123,3.1313098169,Brickfields,"Brickfields, Kuala Lumpur",101.6851196811,50470,https://www.zomato.com/kuala-lumpur/saravanaa-bhavan-brickfields/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,OTHER,Saravanaa Bhavan,0,https://www.zomato.com/kuala-lumpur/saravanaa-bhavan-brickfields/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,4,0,https://b.zmtcdn.com/data/res_imagery/18181070_CHAIN_81c07b6e3e4aee2aaea6d9ca2a2841d8.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A,https://www.zomato.com/kuala-lumpur/saravanaa-bhavan-brickfields?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,4.4,5BA829,Very Good,63,,,
18178030,hidden,45,,,Cafe,MYR,zomato://restaurant/18178030,https://www.zomato.com/kuala-lumpur/feeka-coffee-roasters-bukit-bintang/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,https://b.zmtcdn.com/data/res_imagery/18178030_RESTAURANT_e8fbef285bc6230584ad358038ca87bb.jpg,0,0,18178030,True,0,0,0,0,"19, Jalan Mesui, Bukit Bintang, Kuala Lumpur 50200",Kuala Lumpur,88,123,3.1488722222,Bukit Bintang,"Bukit Bintang, Kuala Lumpur",101.7084277778,50200,https://www.zomato.com/kuala-lumpur/feeka-coffee-roasters-bukit-bintang/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,OTHER,Feeka Coffee Roasters,0,https://www.zomato.com/kuala-lumpur/feeka-coffee-roasters-bukit-bintang/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,3,0,https://b.zmtcdn.com/data/res_imagery/18178030_RESTAURANT_e8fbef285bc6230584ad358038ca87bb.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A,https://www.zomato.com/kuala-lumpur/feeka-coffee-roasters-bukit-bintang?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,4.4,5BA829,Very Good,84,,,
18179867,hidden,60,,,"Cafe, Korean",MYR,zomato://restaurant/18179867,https://www.zomato.com/kuala-lumpur/hanbing-korean-dessert-cafe-bangsar-baru/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,https://b.zmtcdn.com/data/res_imagery/18179867_CHAIN_f36fd8ed43899e358f89cb7e66ed9f25.jpg,0,0,18179867,True,0,0,0,0,"33, Jalan Telawi 3, Bangsar Baru, Bangsar, Kuala Lumpur 59100",Kuala Lumpur,88,123,3.1316916667,Bangsar Baru,"Bangsar Baru, Kuala Lumpur",101.67105,59100,https://www.zomato.com/kuala-lumpur/hanbing-korean-dessert-cafe-bangsar-baru/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,OTHER,Hanbing Korean Dessert Cafe,0,https://www.zomato.com/kuala-lumpur/hanbing-korean-dessert-cafe-bangsar-baru/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,4,0,https://b.zmtcdn.com/data/res_imagery/18179867_CHAIN_f36fd8ed43899e358f89cb7e66ed9f25.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A,https://www.zomato.com/kuala-lumpur/hanbing-korean-dessert-cafe-bangsar-baru?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,4.4,5BA829,Very Good,73,,,
18189794,hidden,150,,,Japanese,MYR,zomato://restaurant/18189794,https://www.zomato.com/kuala-lumpur/mitasu-japanese-restaurant-bukit-bintang/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,https://b.zmtcdn.com/data/res_imagery/18189794_RESTAURANT_21904951f972d0c98653039a42143248.jpg,0,0,18189794,True,0,0,0,0,"B.01, Central Plaza, 34, Jalan Sultan Ismail, Bukit Bintang, Kuala Lumpur 50250",Kuala Lumpur,88,123,3.1490172848,Bukit Bintang,"Bukit Bintang, Kuala Lumpur",101.7112973705,50250,https://www.zomato.com/kuala-lumpur/mitasu-japanese-restaurant-bukit-bintang/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,OTHER,Mitasu Japanese Restaurant,0,https://www.zomato.com/kuala-lumpur/mitasu-japanese-restaurant-bukit-bintang/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,4,0,https://b.zmtcdn.com/data/res_imagery/18189794_RESTAURANT_21904951f972d0c98653039a42143248.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A,https://www.zomato.com/kuala-lumpur/mitasu-japanese-restaurant-bukit-bintang?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,4.4,5BA829,Very Good,63,,,
18479939,hidden,80,,,Korean,MYR,zomato://restaurant/18479939,https://www.zomato.com/kuala-lumpur/kyochon-1991-taman-maluri/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,https://b.zmtcdn.com/data/res_imagery/18179799_CHAIN_df6009ac2d1982f0d1aee4318bd30a43.jpg,0,0,18479939,True,0,0,0,0,"G.003, Ground Floor, MyTOWN Shopping Centre, 6, Jalan Cochrane, Seksyen 90, Taman Maluri, Cheras, Kuala Lumpur 55100",Kuala Lumpur,88,123,3.1350971258,MyTOWN Shopping Centre,"MyTOWN Shopping Centre, Kuala Lumpur",101.7218015715,55100,https://www.zomato.com/kuala-lumpur/kyochon-1991-taman-maluri/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,OTHER,KyoChon 1991,0,https://www.zomato.com/kuala-lumpur/kyochon-1991-taman-maluri/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,4,0,https://b.zmtcdn.com/data/res_imagery/18179799_CHAIN_df6009ac2d1982f0d1aee4318bd30a43.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A,https://www.zomato.com/kuala-lumpur/kyochon-1991-taman-maluri?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,4.4,5BA829,Very Good,47,,,
18179189,hidden,120,,,Italian,MYR,zomato://restaurant/18179189,https://www.zomato.com/kuala-lumpur/michelangelos-bukit-bintang/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,https://b.zmtcdn.com/data/res_imagery/18178654_CHAIN_08c49caeaebb8d44e15f5a9618112ae4.jpg,0,0,18179189,True,0,0,0,0,"C3.04.00, Level 3, Pavilion Mall, 168, Jalan Bukit Bintang, Bukit Bintang, Kuala Lumpur 55100",Kuala Lumpur,88,123,3.1491598968,Pavilion Mall,"Pavilion Mall, Kuala Lumpur",101.7126498744,55100,https://www.zomato.com/kuala-lumpur/michelangelos-bukit-bintang/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,OTHER,Michelangelo's,0,https://www.zomato.com/kuala-lumpur/michelangelos-bukit-bintang/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,4,0,https://b.zmtcdn.com/data/res_imagery/18178654_CHAIN_08c49caeaebb8d44e15f5a9618112ae4.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A,https://www.zomato.com/kuala-lumpur/michelangelos-bukit-bintang?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,4.4,5BA829,Very Good,58,,,
18197230,hidden,110,,,Cafe,MYR,zomato://restaurant/18197230,https://www.zomato.com/kuala-lumpur/common-man-coffee-roasters-taman-tun-dr-ismail/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,https://b.zmtcdn.com/data/res_imagery/18197230_RESTAURANT_87a9c81cc6200bb2759976a3d5fe7a92.jpg,0,0,18197230,True,0,0,0,0,"A.G.1, New Podium, Plaza Vads, 1, Jalan Tun Mohd Fuad, Taman Tun Dr Ismail, Kuala Lumpur 60000",Kuala Lumpur,88,123,3.1394100147,Taman Tun Dr Ismail,"Taman Tun Dr Ismail, Kuala Lumpur",101.6298403591,60000,https://www.zomato.com/kuala-lumpur/common-man-coffee-roasters-taman-tun-dr-ismail/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,OTHER,Common Man Coffee Roasters,0,https://www.zomato.com/kuala-lumpur/common-man-coffee-roasters-taman-tun-dr-ismail/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,4,0,https://b.zmtcdn.com/data/res_imagery/18197230_RESTAURANT_87a9c81cc6200bb2759976a3d5fe7a92.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A,https://www.zomato.com/kuala-lumpur/common-man-coffee-roasters-taman-tun-dr-ismail?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,4.4,5BA829,Very Good,36,,,
18193038,hidden,65,,,Cafe,MYR,zomato://restaurant/18193038,https://www.zomato.com/kuala-lumpur/new-chapter-by-the-owls-cafe-bukit-jalil/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,https://b.zmtcdn.com/data/res_imagery/18193038_CHAIN_7e56b3271b47164a331a25a7bddb1c55.jpg,0,0,18193038,True,0,0,0,0,"Calvary Convention Centre, 1, Jalan Jalil Perkasa, Taman Teknologi Malaysia, Bukit Jalil, Kuala Lumpur 57000",Kuala Lumpur,88,123,3.049937,Bukit Jalil,"Bukit Jalil, Kuala Lumpur",101.680517,57000,https://www.zomato.com/kuala-lumpur/new-chapter-by-the-owls-cafe-bukit-jalil/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,OTHER,New Chapter by The Owls Cafe,0,https://www.zomato.com/kuala-lumpur/new-chapter-by-the-owls-cafe-bukit-jalil/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,4,0,https://b.zmtcdn.com/data/res_imagery/18193038_CHAIN_7e56b3271b47164a331a25a7bddb1c55.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A,https://www.zomato.com/kuala-lumpur/new-chapter-by-the-owls-cafe-bukit-jalil?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,4.4,5BA829,Very Good,58,,,
18179311,hidden,110,,,Japanese,MYR,zomato://restaurant/18179311,https://www.zomato.com/kuala-lumpur/hakata-ippudo-bukit-bintang/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,https://b.zmtcdn.com/data/res_imagery/18179311_CHAIN_2e04754607f6a32eba55544d64bf0b8f.jpg,0,0,18179311,True,0,0,0,0,"C4.07.00, Level 4, Pavilion Mall, 168, Jalan Bukit Bintang, Bukit Bintang, Kuala Lumpur 55100",Kuala Lumpur,88,123,3.1487883022,Pavilion Mall,"Pavilion Mall, Kuala Lumpur",101.712839976,55100,https://www.zomato.com/kuala-lumpur/hakata-ippudo-bukit-bintang/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,OTHER,Hakata Ippudo,0,https://www.zomato.com/kuala-lumpur/hakata-ippudo-bukit-bintang/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,4,0,https://b.zmtcdn.com/data/res_imagery/18179311_CHAIN_2e04754607f6a32eba55544d64bf0b8f.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A,https://www.zomato.com/kuala-lumpur/hakata-ippudo-bukit-bintang?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,4.4,5BA829,Very Good,45,,,
18181946,hidden,45,,,Indian,MYR,zomato://restaurant/18181946,https://www.zomato.com/kuala-lumpur/sangeetha-kuala-lumpur-city-center/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,https://b.zmtcdn.com/data/res_imagery/18181946_CHAIN_50704f08a39d5fa9889e364e5935d719.jpg,0,0,18181946,True,0,0,0,0,"65, Leboh Ampang, Kuala Lumpur City Center, Kuala Lumpur 50100",Kuala Lumpur,88,123,3.14927874,Kuala Lumpur City Center,"Kuala Lumpur City Center, Kuala Lumpur",101.6971976683,50100,https://www.zomato.com/kuala-lumpur/sangeetha-kuala-lumpur-city-center/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,OTHER,Sangeetha,0,https://www.zomato.com/kuala-lumpur/sangeetha-kuala-lumpur-city-center/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,3,0,https://b.zmtcdn.com/data/res_imagery/18181946_CHAIN_50704f08a39d5fa9889e364e5935d719.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A,https://www.zomato.com/kuala-lumpur/sangeetha-kuala-lumpur-city-center?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,4.4,5BA829,Very Good,47,,,
18186369,hidden,80,,,"BBQ, Middle Eastern",MYR,zomato://restaurant/18186369,https://www.zomato.com/kuala-lumpur/bbq-nights-kuala-lumpur-city-center/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,https://b.zmtcdn.com/data/res_imagery/18186369_RESTAURANT_2ba854be83e3d7fab2aa9641e8625113.jpg,0,0,18186369,True,0,0,0,0,"Menara Rohas PureCircle, Jalan P. Ramlee, Kuala Lumpur, Kuala Lumpur City Center, Kuala Lumpur 50450",Kuala Lumpur,88,123,3.1545546986,Kuala Lumpur City Center,"Kuala Lumpur City Center, Kuala Lumpur",101.7082356289,50450,https://www.zomato.com/kuala-lumpur/bbq-nights-kuala-lumpur-city-center/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,OTHER,BBQ NIGHTS,0,https://www.zomato.com/kuala-lumpur/bbq-nights-kuala-lumpur-city-center/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,4,0,https://b.zmtcdn.com/data/res_imagery/18186369_RESTAURANT_2ba854be83e3d7fab2aa9641e8625113.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A,https://www.zomato.com/kuala-lumpur/bbq-nights-kuala-lumpur-city-center?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,4.4,5BA829,Very Good,46,,,
18192999,hidden,30,,,European,MYR,zomato://restaurant/18192999,https://www.zomato.com/kuala-lumpur/ikea-restaurant-cafe-taman-maluri/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,https://b.zmtcdn.com/data/res_imagery/18192999_RESTAURANT_35bb98ca67bd06bdff2bbcd88c5866d5.jpg,0,0,18192999,True,0,0,0,0,"2, Jalan Cochrane, Taman Maluri, Cheras, Kuala Lumpur 55100",Kuala Lumpur,88,123,3.134438,Taman Maluri,"Taman Maluri, Kuala Lumpur",101.720619,55100,https://www.zomato.com/kuala-lumpur/ikea-restaurant-cafe-taman-maluri/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,OTHER,IKEA Restaurant & Cafe,0,https://www.zomato.com/kuala-lumpur/ikea-restaurant-cafe-taman-maluri/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,3,0,https://b.zmtcdn.com/data/res_imagery/18192999_RESTAURANT_35bb98ca67bd06bdff2bbcd88c5866d5.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A,https://www.zomato.com/kuala-lumpur/ikea-restaurant-cafe-taman-maluri?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,4.4,5BA829,Very Good,33,,,
18182758,hidden,70,,,Malaysian,MYR,zomato://restaurant/18182758,https://www.zomato.com/kuala-lumpur/madam-kwans-kuala-lumpur-city-center/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,https://b.zmtcdn.com/data/res_imagery/18179490_CHAIN_2e1dccb01293ef7bc206a1ab176564d4.jpg,0,0,18182758,True,0,0,0,0,"4.20 & 4.21, Fourth Level, Suria KLCC, Kuala Lumpur City Center, Kuala Lumpur 50088",Kuala Lumpur,88,123,3.1573613904,Suria KLCC,"Suria KLCC, Kuala Lumpur",101.7119602114,50088,https://www.zomato.com/kuala-lumpur/madam-kwans-kuala-lumpur-city-center/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,OTHER,Madam Kwan's,0,https://www.zomato.com/kuala-lumpur/madam-kwans-kuala-lumpur-city-center/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,4,0,https://b.zmtcdn.com/data/res_imagery/18179490_CHAIN_2e1dccb01293ef7bc206a1ab176564d4.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A,https://www.zomato.com/kuala-lumpur/madam-kwans-kuala-lumpur-city-center?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,4.4,5BA829,Very Good,44,,,
18185171,hidden,25,,,"Indian, Malaysian",MYR,zomato://restaurant/18185171,https://www.zomato.com/kuala-lumpur/tgs-nasi-kandar-bukit-bintang/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,https://b.zmtcdn.com/data/res_imagery/18185171_RESTAURANT_143dd3adaf28a8c19ff49da38ab82491.jpg?output-format=webp,0,0,18185171,True,0,0,0,0,"3, Jalan Tengkat Tong Shin, Bukit Bintang, Kuala Lumpur 50200",Kuala Lumpur,88,123,3.1453940642,Bukit Bintang,"Bukit Bintang, Kuala Lumpur",101.7069904134,50200,https://www.zomato.com/kuala-lumpur/tgs-nasi-kandar-bukit-bintang/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,OTHER,Tg's Nasi Kandar,0,https://www.zomato.com/kuala-lumpur/tgs-nasi-kandar-bukit-bintang/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,3,0,https://b.zmtcdn.com/data/res_imagery/18185171_RESTAURANT_143dd3adaf28a8c19ff49da38ab82491.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A,https://www.zomato.com/kuala-lumpur/tgs-nasi-kandar-bukit-bintang?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,4.4,5BA829,Very Good,25,,,
18182904,hidden,250,,,Japanese,MYR,zomato://restaurant/18182904,https://www.zomato.com/kuala-lumpur/oribe-sushi-kuala-lumpur-city-center/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,https://b.zmtcdn.com/data/res_imagery/18182904_CHAIN_8f59b381d8addddd688a5accbc6e3328.jpg,0,0,18182904,True,0,0,0,0,"Ground Floor, Block C.1, ViPod Residences, 6, Jalan Kia Peng, Kuala Lumpur City Center, Kuala Lumpur 50450",Kuala Lumpur,88,123,3.1517095007,Kuala Lumpur City Center,"Kuala Lumpur City Center, Kuala Lumpur",101.7131876573,50450,https://www.zomato.com/kuala-lumpur/oribe-sushi-kuala-lumpur-city-center/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,OTHER,Oribe Sushi,0,https://www.zomato.com/kuala-lumpur/oribe-sushi-kuala-lumpur-city-center/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,4,0,https://b.zmtcdn.com/data/res_imagery/18182904_CHAIN_8f59b381d8addddd688a5accbc6e3328.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A,https://www.zomato.com/kuala-lumpur/oribe-sushi-kuala-lumpur-city-center?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,4.4,5BA829,Very Good,18,,,
18186201,hidden,105,,,"Cafe, Bakery",MYR,zomato://restaurant/18186201,https://www.zomato.com/kuala-lumpur/huckleberry-food-fare-bukit-damansara/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,https://b.zmtcdn.com/data/res_imagery/18186201_RESTAURANT_36f3680b70558cf221464c13aed544d4.jpg,0,0,18186201,True,0,0,0,0,"2 - 4, Plaza Damansara, Jalan Medan Setia 2, Bukit Damansara, Kuala Lumpur 50490",Kuala Lumpur,88,123,3.1486722222,Plaza Damansara,"Plaza Damansara, Kuala Lumpur",101.6523888889,50490,https://www.zomato.com/kuala-lumpur/huckleberry-food-fare-bukit-damansara/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,OTHER,Huckleberry Food & Fare,0,https://www.zomato.com/kuala-lumpur/huckleberry-food-fare-bukit-damansara/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,4,0,https://b.zmtcdn.com/data/res_imagery/18186201_RESTAURANT_36f3680b70558cf221464c13aed544d4.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A,https://www.zomato.com/kuala-lumpur/huckleberry-food-fare-bukit-damansara?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,4.3,5BA829,Very Good,93,,,
18195174,hidden,60,,,Korean,MYR,zomato://restaurant/18195174,https://www.zomato.com/kuala-lumpur/nanda-chicken-mont-kiara/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,https://b.zmtcdn.com/data/res_imagery/18195174_RESTAURANT_577218d64e573dc78b117320703dc2f6.jpg,0,0,18195174,True,0,0,0,0,"11, Jalan Solaris 2, Solaris Mont Kiara, Mont Kiara, Kuala Lumpur 50480",Kuala Lumpur,88,123,3.174513,Mont Kiara,"Mont Kiara, Kuala Lumpur",101.660371,50480,https://www.zomato.com/kuala-lumpur/nanda-chicken-mont-kiara/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,OTHER,Nanda Chicken,0,https://www.zomato.com/kuala-lumpur/nanda-chicken-mont-kiara/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,4,0,https://b.zmtcdn.com/data/res_imagery/18195174_RESTAURANT_577218d64e573dc78b117320703dc2f6.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A,https://www.zomato.com/kuala-lumpur/nanda-chicken-mont-kiara?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,4.3,5BA829,Very Good,116,,,
18186516,hidden,200,,,Drinks Only,MYR,zomato://restaurant/18186516,https://www.zomato.com/kuala-lumpur/sky-bar-traders-hotel-kuala-lumpur-city-center/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,https://b.zmtcdn.com/data/res_imagery/18186516_RESTAURANT_67cc9c1892857bab56f55ab07fdad56c.jpg,0,0,18186516,True,0,0,0,0,"Level 33, Traders Hotel, Persiaran KLCC, Kuala Lumpur City Center, Kuala Lumpur 50088",Kuala Lumpur,88,123,3.1539976443,Traders Hotel,"Traders Hotel, Kuala Lumpur",101.7148620263,50088,https://www.zomato.com/kuala-lumpur/sky-bar-traders-hotel-kuala-lumpur-city-center/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,OTHER,Sky Bar - Traders Hotel,0,https://www.zomato.com/kuala-lumpur/sky-bar-traders-hotel-kuala-lumpur-city-center/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,4,0,https://b.zmtcdn.com/data/res_imagery/18186516_RESTAURANT_67cc9c1892857bab56f55ab07fdad56c.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A,https://www.zomato.com/kuala-lumpur/sky-bar-traders-hotel-kuala-lumpur-city-center?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,4.3,5BA829,Very Good,69,,,
